"Date","RegionName","State","Metro","County","City","SizeRank","Zri","MoM","QoQ","YoY","ZriRecordCnt"
2019-10-31,"29732","SC","Charlotte-Concord-Gastonia","York County","Rock Hill",210,1069.7,-0.0081,-0.0109,0.0016,3231
2019-10-31,"32218","FL","Jacksonville","Duval County","Jacksonville",211,1133.37,0.0302,0.0426,0.0735,21824
2019-10-31,"22191","VA","Washington-Arlington-Alexandria","Prince William County","Woodbridge",212,1865.79,0.006,0.0132,-0.0011,21333
2019-10-31,"28314","NC","Fayetteville","Cumberland County","Fayetteville",213,855.1,0.0143,0.0218,-0.0085,20421
2019-10-31,"32256","FL","Jacksonville","Duval County","Jacksonville",214,1293.11,0.0009,0.01,0.0079,18793
2019-10-31,"11233","NY","New York-Newark-Jersey City","Kings County","New York",215,2359.07,0.0024,0.0134,0.0226,13921
2019-10-31,"23320","VA","Virginia Beach-Norfolk-Newport News","Chesapeake City","Chesapeake",216,1470.95,0.0086,0.0124,-0.0027,23896
2019-10-31,"40475","KY","Richmond-Berea","Madison County","Richmond",217,862.55,0.0226,0.0293,-0.0164,2933
2019-10-31,"21740","MD","Hagerstown-Martinsburg","Washington County","Hagerstown",218,1029.04,0.0222,0.0446,0.0133,19368
2019-10-31,"92101","CA","San Diego-Carlsbad","San Diego County","San Diego",219,2804.4,0.0146,0.0153,0.0318,23223
2019-10-31,"90019","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Los Angeles",220,2837.51,-0.0005,0.0039,0.036,10693
2019-10-31,"34711","FL","Orlando-Kissimmee-Sanford","Lake County","Clermont",221,1466.2,0.0129,0.014,0.0016,25506
2019-10-31,"30052","GA","Atlanta-Sandy Springs-Roswell","Gwinnett County","Loganville",222,1401.08,-0.0021,0.0021,0.0064,27583
2019-10-31,"38401","TN","Nashville-Davidson--Murfreesboro--Franklin","Maury County","Columbia",223,1222.13,-0.0286,0.0005,0.0628,22131
2019-10-31,"77095","TX","Houston-The Woodlands-Sugar Land","Harris County","Houston",224,1429.78,0.0193,0.0289,-0.0044,21518
2019-10-31,"07002","NJ","New York-Newark-Jersey City","Hudson County","Bayonne",225,1898.05,0.0027,0.0211,0.007,13076
2019-10-31,"30041","GA","Atlanta-Sandy Springs-Roswell","Forsyth County","Cumming",226,1842.17,0.0041,0.0093,0.0129,27665
2019-10-31,"60016","IL","Chicago-Naperville-Elgin","Cook County","Des Plaines",227,1506.56,-0.0037,-0.0039,-0.009,23601
2019-10-31,"33009","FL","Miami-Fort Lauderdale-West Palm Beach","Broward County","Hallandale",228,1750.14,0.0041,0.0053,0.0025,33408
2019-10-31,"94536","CA","San Francisco-Oakland-Hayward","Alameda County","Fremont",229,2992.98,-0.0032,-0.0069,0.0006,19660
2019-10-31,"89052","NV","Las Vegas-Henderson-Paradise","Clark County","Henderson",230,1567.73,0.003,0.012,0.0412,28365
2019-10-31,"74012","OK","Tulsa","Tulsa County","Broken Arrow",231,914.32,0.0191,0.0303,0.0232,22163
2019-10-31,"10457","NY","New York-Newark-Jersey City","Bronx County","New York",232,1717.57,0.001,0.0155,0.0083,3731
2019-10-31,"80634","CO","Greeley","Weld County","Greeley",233,1630.08,0.0197,0.032,0.0348,22975
2019-10-31,"43026","OH","Columbus","Franklin County","Hilliard",234,1345.37,0.0139,0.0062,-0.0236,21822
2019-10-31,"92592","CA","Riverside-San Bernardino-Ontario","Riverside County","Temecula",235,2031.65,-0.0095,-0.0083,0.0044,26030
2019-10-31,"43230","OH","Columbus","Franklin County","Gahanna",236,1243,0.001,-0.0132,-0.0578,19147
2019-10-31,"89117","NV","Las Vegas-Henderson-Paradise","Clark County","Las Vegas",237,1554.09,0.002,0.0112,0.0449,22945
2019-10-31,"30080","GA","Atlanta-Sandy Springs-Roswell","Cobb County","Smyrna",238,1489.42,0.013,0.0241,0.0329,21080
2019-10-31,"20001","DC","Washington-Arlington-Alexandria","District of Columbia","Washington",239,2675.23,0.0178,0.038,0.0811,18371
2019-10-31,"27834","NC","Greenville","Pitt County","Greenville",240,918.26,0.0083,0.0078,0.0471,14987
2019-10-31,"90280","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","South Gate",241,2456.81,0.008,0.0155,0.0129,15089
2019-10-31,"29072","SC","Columbia","Lexington County","Lexington",242,1270.01,0.0093,0.0156,0.0179,22806
2019-10-31,"46227","IN","Indianapolis-Carmel-Anderson","Marion County","Indianapolis",243,950.46,0.0082,0.0174,0.0165,14213
2019-10-31,"32244","FL","Jacksonville","Duval County","Jacksonville",244,1115.53,0.0082,0.0087,0.0578,21165
2019-10-31,"21117","MD","Baltimore-Columbia-Towson","Baltimore County","Owings Mills",245,1594.51,0.0161,0.0153,0.0246,17599
2019-10-31,"10027","NY","New York-Newark-Jersey City","New York County","New York",246,2897.34,-0.0433,-0.0216,0.0607,6553
2019-10-31,"19111","PA","Philadelphia-Camden-Wilmington","Philadelphia County","Philadelphia",247,1234.55,0.0145,0.021,0.0235,17560
2019-10-31,"90201","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Bell",248,2243.88,0.0149,0.0153,-0.078,9168
2019-10-31,"91730","CA","Riverside-San Bernardino-Ontario","San Bernardino County","Rancho Cucamonga",249,2207.93,0.0094,0.0185,0.0091,18859
2019-10-31,"48103","MI","Ann Arbor","Washtenaw County","Ann Arbor",250,1696.61,-0.0375,-0.0953,-0.1078,19636
2019-10-31,"11236","NY","New York-Newark-Jersey City","Kings County","New York",251,2222.4,0.0069,0.013,0.0348,18891
2019-10-31,"75206","TX","Dallas-Fort Worth-Arlington","Dallas County","Dallas",252,1599.32,0.005,0.0124,0.0185,16762
2019-10-31,"90004","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Los Angeles",253,2896.73,0.0053,0.0103,0.0411,7674
2019-10-31,"37128","TN","Nashville-Davidson--Murfreesboro--Franklin","Rutherford County","Murfreesboro",254,1439.93,0.0226,0.04,0.0415,33497
2019-10-31,"92109","CA","San Diego-Carlsbad","San Diego County","San Diego",255,3359.26,0.0048,0.008,0.0617,14995
2019-10-31,"30062","GA","Atlanta-Sandy Springs-Roswell","Cobb County","Marietta",256,1574.72,0.0124,0.0114,0.0221,24994
2019-10-31,"60628","IL","Chicago-Naperville-Elgin","Cook County","Chicago",257,1239.93,-0.0054,-0.0049,-0.026,21183
2019-10-31,"07093","NJ","New York-Newark-Jersey City","Hudson County","West New York",258,2078.34,0.0011,0.0143,0.0324,10578
2019-10-31,"32822","FL","Orlando-Kissimmee-Sanford","Orange County","Orlando",259,1387.33,0.0184,0.0274,0.0439,21315
2019-10-31,"30331","GA","Atlanta-Sandy Springs-Roswell","Fulton County","Atlanta",260,1279.33,0.022,0.0332,0.0361,21876
2019-10-31,"75217","TX","Dallas-Fort Worth-Arlington","Dallas County","Dallas",261,1190.23,0.0099,0.0158,0.0075,20518
2019-10-31,"02360","MA","Boston-Cambridge-Newton","Plymouth County","Plymouth",262,1916.43,-0.0003,0.0215,0.0325,27635
2019-10-31,"34953","FL","Port St. Lucie","Saint Lucie County","Port Saint Lucie",263,1557.78,0.0079,0.0107,0.0133,27951
2019-10-31,"37130","TN","Nashville-Davidson--Murfreesboro--Franklin","Rutherford County","Murfreesboro",264,1207.1,0.0067,0.0127,-0.0034,20739
2019-10-31,"33186","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County","The Crossings",265,1809.88,-0.0063,-0.003,-0.0112,30596
2019-10-31,"02155","MA","Boston-Cambridge-Newton","Middlesex County","Medford",266,2521.35,-0.0102,0.008,0.0335,19646
2019-10-31,"10701","NY","New York-Newark-Jersey City","Westchester County","Yonkers",267,2169.36,-0.0049,-0.0048,0.0351,9297
2019-10-31,"33012","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County","Hialeah",268,1741.3,0.013,0.0141,-0.0082,19397
2019-10-31,"91342","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Los Angeles",269,2551.27,0.0036,0.0116,-0.0034,21750
2019-10-31,"90706","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Bellflower",270,2344,0.0085,0.0159,-0.0286,13100
2019-10-31,"92335","CA","Riverside-San Bernardino-Ontario","San Bernardino County","Fontana",271,1842.14,0.0097,0.014,0.0313,17347
2019-10-31,"95123","CA","San Jose-Sunnyvale-Santa Clara","Santa Clara County","San Jose",272,3006.86,-0.0075,-0.0029,0.0015,22299
2019-10-31,"92021","CA","San Diego-Carlsbad","San Diego County","El Cajon",273,2338.14,0.0045,0.0169,0.0614,13427
2019-10-31,"32174","FL","Deltona-Daytona Beach-Ormond Beach","Volusia County","Ormond Beach",274,1467.35,0.0029,0.0154,0.0179,22153
2019-10-31,"22304","VA","Washington-Arlington-Alexandria","Alexandria City","Alexandria",275,1869.01,0.008,0.0178,0.02,17344
2019-10-31,"87121","NM","Albuquerque","Bernalillo County","Albuquerque",276,1057.11,-0.0157,-0.009,0.0349,20500
2019-10-31,"11372","NY","New York-Newark-Jersey City","Queens County","New York",277,2084.09,0.0231,0.0216,-0.0282,20831
2019-10-31,"22193","VA","Washington-Arlington-Alexandria","Prince William County","Woodbridge",278,1865.27,0.0078,0.0124,-0.0051,24700
2019-10-31,"93065","CA","Oxnard-Thousand Oaks-Ventura","Ventura County","Simi Valley",279,2676.08,-0.0002,0.0006,0.0153,23233
2019-10-31,"27858","NC","Greenville","Pitt County","Greenville",280,1000.46,-0.005,-0.0009,0.0446,17297
2019-10-31,"45840","OH","Findlay","Hancock County","Findlay",281,1152.38,0.0778,0.1393,0.0673,19241
2019-10-31,"60649","IL","Chicago-Naperville-Elgin","Cook County","Chicago",282,1219.39,-0.0011,-0.0044,-0.0041,9804
2019-10-31,"33063","FL","Miami-Fort Lauderdale-West Palm Beach","Broward County","Margate",283,1465.33,0.0043,0.0102,0.0135,26901
2019-10-31,"27703","NC","Durham-Chapel Hill","Durham County","Durham",284,1242.61,0.0082,0.0207,0.0545,22358
2019-10-31,"23454","VA","Virginia Beach-Norfolk-Newport News","Virginia Beach City","Virginia Beach",285,1520.73,0.0078,0.017,0.0145,21663
2019-10-31,"60626","IL","Chicago-Naperville-Elgin","Cook County","Chicago",286,1559.88,0.0108,0.0141,0.0051,13197
2019-10-31,"33064","FL","Miami-Fort Lauderdale-West Palm Beach","Broward County","Pompano Beach",287,1620.17,0.0152,0.02,0.0189,23591
2019-10-31,"48185","MI","Detroit-Warren-Dearborn","Wayne County","Westland",288,1120.86,-0.0015,0.0237,-0.0182,15724
2019-10-31,"92627","CA","Los Angeles-Long Beach-Anaheim","Orange County","Costa Mesa",289,2985.34,0.0081,0.0099,0.0205,13404
2019-10-31,"33027","FL","Miami-Fort Lauderdale-West Palm Beach","Broward County","Miramar",290,1820.47,-0.0019,0.0072,-0.0079,34699
2019-10-31,"85705","AZ","Tucson","Pima County","Tucson",291,1019.1,-0.0197,-0.0007,0.0698,10167
2019-10-31,"33311","FL","Miami-Fort Lauderdale-West Palm Beach","Broward County","Fort Lauderdale",292,1469.31,0.006,0.0128,0.0188,22329
2019-10-31,"08831","NJ","New York-Newark-Jersey City","Middlesex County","Monroe Township",293,1906.62,0.018,0.0297,0.0142,26541
2019-10-31,"20147","VA","Washington-Arlington-Alexandria","Loudoun County","Ashburn",294,2200.15,-0.0035,0.0025,0.0119,22824
2019-10-31,"44130","OH","Cleveland-Elyria","Cuyahoga County","Parma Heights",295,1092.27,0.0031,0.0168,0.0164,18158
2019-10-31,"90025","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Los Angeles",296,3800.59,0.0048,0.0166,0.0108,11051
2019-10-31,"20878","MD","Washington-Arlington-Alexandria","Montgomery County","Gaithersburg",297,1922.69,0.0039,0.0137,0.0189,22250
2019-10-31,"43228","OH","Columbus","Franklin County","Columbus",298,1044.23,0.0127,0.0259,-0.0128,15530
2019-10-31,"30022","GA","Atlanta-Sandy Springs-Roswell","Fulton County","Johns Creek",299,1686.8,0.0182,0.0257,0.0374,24568
2019-10-31,"30004","GA","Atlanta-Sandy Springs-Roswell","Fulton County","Milton",300,1638.86,0.0029,-0.0051,0.0344,27157
2019-10-31,"23666","VA","Virginia Beach-Norfolk-Newport News","Hampton City","Hampton",301,1258.89,0.0057,0.0146,0.0172,18483
2019-10-31,"85142","AZ","Phoenix-Mesa-Scottsdale","Pinal County","Queen Creek",302,1500.44,0.0113,0.0016,0.0277,25326
2019-10-31,"98682","WA","Portland-Vancouver-Hillsboro","Clark County","Vancouver",303,1623.37,0.0123,0.0327,0.0049,20043
2019-10-31,"95035","CA","San Jose-Sunnyvale-Santa Clara","Santa Clara County","Milpitas",304,3182.01,0.0011,-0.0017,0.0028,20834
2019-10-31,"91710","CA","Riverside-San Bernardino-Ontario","San Bernardino County","Chino",305,2198.02,-0.0057,0.0057,-0.0039,22346
2019-10-31,"90011","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Los Angeles",306,2383.17,-0.0055,-0.0067,-0.0285,11687
2019-10-31,"23223","VA","Richmond","Richmond City","Richmond",307,1177.81,0.0176,0.0141,0.0258,16949
2019-10-31,"11218","NY","New York-Newark-Jersey City","Kings County","New York",308,2257.51,0.0085,0.0313,0.0852,17206
2019-10-31,"27713","NC","Durham-Chapel Hill","Durham County","Durham",309,1306.48,0.0045,0.0231,0.042,20054
2019-10-31,"77082","TX","Houston-The Woodlands-Sugar Land","Harris County","Houston",310,1261.64,-0.0057,-0.005,-0.0524,14263
2019-10-31,"44077","OH","Cleveland-Elyria","Lake County","Painesville",311,1098.82,0.0092,-0.0024,-0.0103,23033
2019-10-31,"94544","CA","San Francisco-Oakland-Hayward","Alameda County","Hayward",312,2602.69,-0.0182,-0.0229,-0.0075,15306
2019-10-31,"43701","OH","Zanesville","Muskingum County","Zanesville",313,800.09,0.0152,0.0108,-0.0241,19868
2019-10-31,"29730","SC","Charlotte-Concord-Gastonia","York County","Rock Hill",314,1034.62,-0.0066,0.0016,0.0399,2579
2019-10-31,"11223","NY","New York-Newark-Jersey City","Kings County","New York",315,2104.15,0.013,0.0227,0.0326,15622
2019-10-31,"60622","IL","Chicago-Naperville-Elgin","Cook County","Chicago",316,2096.48,-0.0268,-0.0077,-0.0114,18118
2019-10-31,"29464","SC","Charleston-North Charleston","Charleston County","Mount Pleasant",317,1904.9,0.0054,-0.0078,-0.0077,22508
2019-10-31,"60616","IL","Chicago-Naperville-Elgin","Cook County","Chicago",318,1775.53,-0.0139,-0.0101,0.006,18052
2019-10-31,"27284","NC","Winston-Salem","Forsyth County","Kernersville",319,966.39,0.0095,0.0434,0.0759,19980
2019-10-31,"35242","AL","Birmingham-Hoover","Jefferson County","Hoover",320,1227.37,-0.0422,-0.0527,-0.0555,19702
2019-10-31,"58103","ND","Fargo","Cass County","Fargo",321,913.41,0.0344,0.018,-0.0316,11292
2019-10-31,"80015","CO","Denver-Aurora-Lakewood","Arapahoe County","Aurora",322,1740.25,0.0089,0.0142,0.047,24728
2019-10-31,"20019","DC","Washington-Arlington-Alexandria","District of Columbia","Washington",323,1733.74,0.0024,-0.0059,-0.0173,13640
2019-10-31,"55901","MN","Rochester","Olmsted County","Rochester",324,1142.22,0.0066,0.007,-0.029,20309
2019-10-31,"10021","NY","New York-Newark-Jersey City","New York County","New York",325,4476.41,0.0592,0.0933,0.098,27669
2019-10-31,"80525","CO","Fort Collins","Larimer County","Fort Collins",326,1654.63,0.0015,0.0014,0.0035,20601
2019-10-31,"30127","GA","Atlanta-Sandy Springs-Roswell","Cobb County","Powder Springs",327,1344.45,0.0241,0.0293,0.0496,26900
2019-10-31,"97402","OR","Eugene","Lane County","Eugene",328,1385.89,0.018,0.023,0.0568,13771
2019-10-31,"33313","FL","Miami-Fort Lauderdale-West Palm Beach","Broward County","Lauderhill",329,1394.04,-0.0038,-0.0009,0.0006,23326
2019-10-31,"71913","AR","Hot Springs","Garland County","Hot Springs",330,962.49,0.0009,0.0283,0.075,24289
2019-10-31,"90027","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Los Angeles",331,2941.68,-0.0023,0.0038,0.0151,7518
2019-10-31,"37064","TN","Nashville-Davidson--Murfreesboro--Franklin","Williamson County","Franklin",332,1786.77,-0.0038,-0.0076,0.0205,24879
2019-10-31,"37066","TN","Nashville-Davidson--Murfreesboro--Franklin","Sumner County","Gallatin",333,1483.05,0.0199,0.0188,0.0114,18859
2019-10-31,"98115","WA","Seattle-Tacoma-Bellevue","King County","Seattle",334,2024.33,-0.0221,-0.0107,-0.0256,20110
2019-10-31,"42101","KY","Bowling Green","Warren County","Bowling Green",335,933.23,0.0099,0.0117,0.0194,14485
2019-10-31,"93727","CA","Fresno","Fresno County","Fresno",336,1327.1,0.0116,0.0229,0.0444,19007
2019-10-31,"94568","CA","San Francisco-Oakland-Hayward","Alameda County","Dublin",337,2950.61,-0.0048,-0.003,-0.0072,21716
2019-10-31,"19124","PA","Philadelphia-Camden-Wilmington","Philadelphia County","Philadelphia",338,1113.54,0.0068,0.0167,0.0182,21284
2019-10-31,"95051","CA","San Jose-Sunnyvale-Santa Clara","Santa Clara County","Santa Clara",339,3466.76,0.007,0.0079,0.019,16691
2019-10-31,"91335","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Los Angeles",340,2628.81,-0.004,0.0054,0.0057,17550
2019-10-31,"95687","CA","Vallejo-Fairfield","Solano County","Vacaville",341,2162.98,0.0058,0.0179,0.0584,19047
2019-10-31,"32828","FL","Orlando-Kissimmee-Sanford","Orange County","Orlando",342,1519.93,0.0199,0.0308,0.0375,21351
2019-10-31,"32225","FL","Jacksonville","Duval County","Jacksonville",343,1287.05,0.0039,0.0057,-0.0168,21922
2019-10-31,"76116","TX","Dallas-Fort Worth-Arlington","Tarrant County","Fort Worth",344,1399.99,0.0086,0.0145,0.0283,12783
2019-10-31,"90731","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Los Angeles",345,2433.47,-0.0122,-0.0059,0.0127,12641
2019-10-31,"77840","TX","College Station-Bryan","Brazos County","College Station",346,1073.08,-0.0164,-0.038,-0.0152,9962
2019-10-31,"77007","TX","Houston-The Woodlands-Sugar Land","Harris County","Houston",347,1709.53,0.0128,0.016,-0.0001,21411
2019-10-31,"85251","AZ","Phoenix-Mesa-Scottsdale","Maricopa County","Scottsdale",348,1854.68,-0.0015,0.0075,0.0743,22199
2019-10-31,"23452","VA","Virginia Beach-Norfolk-Newport News","Virginia Beach City","Virginia Beach",349,1425.62,0.0091,0.0202,0.0072,20568
2019-10-31,"75150","TX","Dallas-Fort Worth-Arlington","Dallas County","Mesquite",350,1159.06,-0.0108,-0.0104,-0.0344,15466
2019-10-31,"30253","GA","Atlanta-Sandy Springs-Roswell","Henry County","McDonough",351,1362.38,0.0227,0.0372,0.0379,21935
2019-10-31,"37122","TN","Nashville-Davidson--Murfreesboro--Franklin","Wilson County","Mount Juliet",352,1672.41,0.0138,0.0243,0.0048,23427
2019-10-31,"30135","GA","Atlanta-Sandy Springs-Roswell","Douglas County","Douglasville",353,1256.13,0.0317,0.0252,0.0536,26320
2019-10-31,"73160","OK","Oklahoma City","Cleveland County","Moore",354,996.2,-0.0178,-0.028,0.0038,21764
2019-10-31,"89031","NV","Las Vegas-Henderson-Paradise","Clark County","North Las Vegas",355,1400.84,0.0048,0.0223,0.0583,28984
2019-10-31,"93550","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Palmdale",356,1914.81,0.003,0.0169,0.0575,19032
2019-10-31,"43068","OH","Columbus","Franklin County","Reynoldsburg",357,1174.7,0.0012,0.0018,-0.0145,16998
2019-10-31,"93536","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Lancaster",358,2063.5,0.0107,0.0229,0.0452,22962
2019-10-31,"29681","SC","Greenville-Anderson-Mauldin","Greenville County","Simpsonville",359,1252.97,0.008,0.0208,0.0194,13015
2019-10-31,"60615","IL","Chicago-Naperville-Elgin","Cook County","Chicago",360,1577.73,-0.0233,-0.0186,-0.0121,14883
2019-10-31,"07087","NJ","New York-Newark-Jersey City","Hudson County","Union City",361,1980.83,-0.0015,0.0129,0.0346,8619
2019-10-31,"40601","KY","Frankfort","Franklin County","Frankfort",362,829.12,0.0195,-0.0003,-0.0381,11757
2019-10-31,"33319","FL","Miami-Fort Lauderdale-West Palm Beach","Broward County","Lauderhill",363,1463.91,0.0067,0.0121,0.0063,26655
2019-10-31,"78501","TX","McAllen-Edinburg-Mission","Hidalgo County","McAllen",364,897.02,0.0134,0.0144,-0.0133,16534
2019-10-31,"98122","WA","Seattle-Tacoma-Bellevue","King County","Seattle",365,2246.65,0.0002,0.0115,0.0172,13743
2019-10-31,"21215","MD","Baltimore-Columbia-Towson","Baltimore City","Baltimore",366,1217.21,0.0232,0.0217,-0.0052,15258
2019-10-31,"63123","MO","St. Louis","Saint Louis County","Affton",367,1085.73,0.0039,0.0206,0.027,20161
2019-10-31,"14580","NY","Rochester","Monroe County","Town of Webster",368,1268.2,0.0042,-0.0027,-0.0245,18781
2019-10-31,"92630","CA","Los Angeles-Long Beach-Anaheim","Orange County","Lake Forest",369,2730.06,-0.0006,0,0.0417,20687
2019-10-31,"66061","KS","Kansas City","Johnson County","Olathe",370,1235.08,-0.0015,-0.0007,0.0069,21175
2019-10-31,"14221","NY","Buffalo-Cheektowaga-Niagara Falls","Erie County","Town Of Amherst",371,1217.45,-0.0035,-0.0042,0.0061,20000
2019-10-31,"23451","VA","Virginia Beach-Norfolk-Newport News","Virginia Beach City","Virginia Beach",372,1893.63,0.0049,0.0194,0.0317,22291
2019-10-31,"94509","CA","San Francisco-Oakland-Hayward","Contra Costa County","Antioch",373,2268.2,0.001,0.0059,0.0502,37483
2019-10-31,"11208","NY","New York-Newark-Jersey City","Kings County","New York",374,2218.89,-0.0029,0.0018,-0.0144,13874
